,Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
299,ARI,2020-06-04,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA,1.63B,149.71,10.33,7.05%,1736652,9.28,2108.59,3.37,0.66,2.80,-,-5.00%,-20.50%,-3.90%,0.07%,31.60%,153.95M,153.06M,0.60%,9.22%,68.70%,-1.12%,3.61%,1.99,2.78M,22.25%,32.10%,-37.09%,-43.68%,-44.58%,-43.52%,7.19%,7.16%,3.00,0.62,15.49%,0.20%,0.60%,4.00%,-,-,0.79,1.91,67.40%,22.80%,3.20%,May 07/a,1.28,0.63,28.76%,33.87%,-32.56%,-47.72%,150.73%,73.86,6.60%,0.41%
300,ARL,2020-06-04,"American Realty Investors, Inc.",Real Estate,Real Estate - Development,USA,139.78M,-,8.34,-4.03%,8405,-,-,2.91,0.55,3.50,-,-109.20%,-,-6.90%,-,-9.60%,16.00M,15.99M,0.03%,0.00%,89.60%,0.18%,0.12%,4.42,4.34K,5.97%,11.05%,-31.13%,-34.95%,-32.47%,-51.31%,8.18%,9.30%,-,1.94,-,-0.80%,-2.80%,-2.30%,-,-,1.93,1.93,45.80%,-40.50%,-14.30%,Jun 29/a,0.76,0.73,15.13%,8.29%,-33.20%,-53.38%,39.23%,55.99,-2.57%,-1.50%
301,ARLO,2020-06-04,"Arlo Technologies, Inc.",Industrials,Security & Protection Services,USA,214.70M,-,2.61,9.21%,1064949,-,-,0.57,1.09,1.04,-,-12.60%,35.40%,-,-,-,74.41M,75.51M,1.90%,0.04%,75.50%,-1.09%,4.32%,3.3,989.32K,12.02%,6.53%,-10.31%,-23.01%,-26.89%,-38.00%,10.25%,9.91%,2.80,1.08,-,-18.70%,-43.90%,-44.10%,1.80,1.50,0.00,0.00,10.00%,-22.30%,-22.20%,May 11/a,-,0.24,9.76%,12.60%,-18.20%,-49.12%,117.50%,56.86,8.75%,0.42%
302,ARLP,2020-06-04,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,USA,429.02M,-,3.27,5.14%,1566700,54.50,-,0.24,0.39,14.49,-,11.70%,485.70%,-8.20%,-6.83%,-3.10%,127.07M,84.76M,16.50%,-0.27%,17.60%,-19.79%,2.59%,2.51,874.02K,0.00%,-5.76%,-50.75%,-67.97%,-81.27%,-69.78%,7.69%,7.58%,2.30,1.79,-,-0.90%,-1.70%,21.40%,1.20,0.70,0.69,0.77,94.50%,1.20%,-1.20%,May 08/b,1.64,0.27,4.29%,-1.75%,-64.87%,-81.94%,21.11%,53.27,3.81%,1.29%
303,ARMK,2020-06-04,Aramark,Consumer Cyclical,Restaurants,USA,7.38B,62.16,28.22,1.18%,2239859,17.30,-,0.46,2.25,6.13,35.51,33.40%,194.40%,22.60%,-7.70%,1.80%,252.35M,249.49M,0.40%,-95.32%,88.86%,1.68%,6.42%,3.23,4.95M,5.30%,11.85%,-16.04%,-32.79%,-20.35%,-34.98%,4.83%,6.59%,2.10,0.45,1.56%,0.80%,3.40%,7.70%,1.60,1.40,2.48,2.51,13.20%,3.50%,0.70%,May 05/b,1.67,1.75,11.70%,20.47%,-23.16%,-40.24%,192.44%,63.26,0.82%,0.36%
304,ARMP,2020-06-04,Armata Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,72.54M,-,3.8,2.98%,9489,-,-,-,1.19,3.00,-,72.10%,-26.70%,-14.90%,-,-,10.45M,4.45M,46.70%,0.00%,7.80%,1.02%,0.69%,1.76,17.55K,-0.26%,11.11%,1.06%,-12.04%,32.40%,16.92%,7.33%,7.40%,1.70,0.54,-,-62.20%,-93.70%,-,4.10,4.10,0.00,0.00,-,-,-,-,2.34,0.27,12.76%,15.53%,1.90%,-45.09%,55.10%,61.32,0.00%,2.98%
305,ARNA,2020-06-04,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.28B,-,65.35,-4.72%,958426,-,-,586.14,3.32,4.10,-,-216.00%,4.60%,36.80%,-,85.20%,50.23M,49.59M,0.10%,-72.36%,90.10%,7.45%,8.53%,5.32,795.40K,17.22%,29.20%,32.83%,42.28%,14.07%,43.88%,7.64%,6.85%,1.70,1.2,-,-27.00%,-29.30%,33.20%,18.70,18.70,0.05,0.05,-,-,-,May 07/a,1.36,3.88,19.37%,30.33%,35.07%,-6.31%,98.33%,65.46,-3.70%,-1.06%
306,ARNC,2020-06-04,Arconic Corporation,Industrials,Metal Fabrication,USA,1.79B,7.76,17.32,1.35%,2680156,7.37,1.08,0.25,1.17,2.82,-,31.80%,11.40%,-4.66%,7.20%,-2.60%,103.48M,103.48M,1.30%,3.71%,34.10%,-,3.76%,1.08,3.59M,26.15%,95.93%,-,-,-,150.29%,7.74%,8.38%,2.60,0.75,-,-,-,11.00%,2.30,1.60,0.88,0.88,-,-,-,-,-,1.11,54.13%,75.68%,75.68%,0.06%,198.62%,85.06,0.41%,0.94%
307,AROC,2020-06-04,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,USA,999.36M,54.51,6.65,2.31%,1768123,17.01,-,1.02,1.0,312.30,-,278.20%,-28.91%,24.80%,-12.91%,0.10%,150.55M,128.34M,2.00%,7.81%,80.80%,-3.07%,3.20%,2.65,1.55M,6.57%,53.23%,3.58%,-18.30%,-27.40%,-33.76%,5.25%,6.56%,2.00,1.14,8.72%,0.50%,1.50%,6.40%,1.40,1.00,1.81,1.81,53.90%,5.60%,1.60%,May 04/a,2.86,0.39,19.36%,44.39%,-14.23%,-41.82%,218.18%,71.44,3.42%,-1.08%
308,AROW,2020-06-04,Arrow Financial Corporation,Financial,Banks - Regional,USA,443.34M,11.95,29.38,0.41%,24470,12.40,1.73,3.97,1.42,3.08,18.40,2.90%,3.49%,9.20%,6.90%,10.40%,15.00M,14.49M,3.10%,-1.21%,43.00%,-0.49%,0.45%,1.61,40.34K,-0.24%,9.91%,-8.24%,-16.01%,-8.58%,-22.28%,3.61%,4.57%,-,0.61,3.54%,1.20%,12.40%,23.40%,-,-,0.08,0.08,-,76.60%,33.00%,May 05/b,0.63,1.5,7.03%,8.71%,-9.33%,-23.31%,41.35%,57.21,0.86%,-0.44%
309,ARQT,2020-06-04,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,1.04B,-,30.5,-9.04%,48242,-,-,-,3.06,4.17,-,-118.10%,-6.80%,-,22.90%,-,24.26M,34.10M,5.30%,0.00%,85.70%,-,3.40%,10.65,109.01K,1.73%,19.19%,10.35%,-,-,39.91%,15.68%,10.08%,2.00,0.44,-,-,-,-,20.80,20.80,0.00,0.00,-,-,-,-,-,3.01,7.09%,6.80%,10.71%,-25.39%,78.36%,52.79,-7.63%,-1.52%
310,ARR,2020-06-04,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,USA,605.84M,-,8.99,6.39%,2022733,7.87,-,-,0.67,1.81,-,-57.30%,-20.69%,-1.00%,-3.02%,-,58.88M,63.44M,0.90%,6.40%,55.60%,-3.26%,3.67%,1.25,1.86M,10.04%,11.12%,-54.20%,-48.24%,-50.19%,-49.69%,6.15%,6.26%,2.80,1.09,12.01%,-4.80%,-44.70%,-,-,-,0.00,4.41,-,-,-,-,1.08,0.56,14.65%,9.34%,-40.29%,-57.49%,81.62%,61.18,6.39%,0.00%
311,ARTNA,2020-06-04,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,USA,327.80M,21.44,35.4,-1.50%,23913,-,5.36,3.90,2.03,1092.68,-,1.80%,-,8.50%,4.00%,2.90%,9.30M,8.33M,0.70%,-19.05%,51.60%,2.60%,0.62%,1.69,30.67K,1.06%,1.58%,-0.25%,-5.35%,-2.43%,-4.86%,2.38%,3.09%,2.00,0.78,2.82%,2.80%,9.70%,6.40%,0.50,0.40,0.88,0.95,-,30.30%,18.30%,Jun 10/a,-0.06,1.09,2.24%,0.40%,-2.68%,-10.61%,17.96%,51.52,-0.92%,-0.58%
312,ARVN,2020-06-04,"Arvinas, Inc.",Healthcare,Biotechnology,USA,3.47B,-,32.88,-2.06%,551398,-,-,76.78,5.99,13.21,-,72.20%,-13.10%,-,-,-,38.55M,73.18M,3.10%,-1.88%,83.00%,2.49%,3.19%,4.2,556.22K,-26.69%,-35.94%,-35.54%,-12.69%,54.29%,-19.98%,11.56%,8.76%,1.90,0.99,-,-32.20%,-45.10%,-,8.10,8.10,0.01,0.00,-,-,-,Mar 24/b,-,4.06,-27.14%,-28.51%,-13.00%,-46.60%,116.53%,31.05,-0.51%,-1.55%
313,ARW,2020-06-04,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,USA,5.93B,-,73.79,0.35%,647292,9.92,-,0.21,1.29,29.52,3.91,-131.10%,25.97%,-20.00%,0.50%,4.90%,80.41M,77.83M,0.70%,-5.46%,96.20%,-2.47%,2.55%,2.58,768.80K,8.77%,20.20%,8.04%,-7.08%,12.14%,-12.92%,2.69%,3.25%,2.90,0.84,-,-1.90%,-6.30%,0.00%,1.50,1.00,0.48,0.57,11.20%,-0.10%,-1.00%,Apr 30/b,1.47,2.66,11.56%,23.45%,2.94%,-14.00%,88.00%,69.87,1.74%,-1.36%
314,ARWR,2020-06-04,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.39B,327.78,32.45,1.37%,1100453,-,44.72,24.39,6.68,11.02,-,205.90%,-129.60%,20.60%,7.33%,295.20%,101.65M,98.95M,4.60%,-10.16%,65.50%,1.18%,8.13%,5.45,1.48M,-1.93%,-8.33%,-8.82%,-52.74%,22.82%,-48.84%,5.22%,6.96%,2.10,0.75,-,2.10%,2.60%,24.90%,5.90,5.90,0.00,0.00,-,0.80%,6.90%,May 07/a,1.76,2.2,-6.62%,-4.02%,-20.06%,-55.98%,66.32%,45.55,2.56%,-1.16%
315,ARYA,2020-06-04,ARYA Sciences Acquisition Corp.,Financial,Shell Companies,USA,199.86M,-,13.55,-5.24%,244803,-,-,-,1.73,285.52,-,311.60%,-,-,-,-,17.97M,14.38M,-,-,68.30%,40.56%,0.10%,0.09,162.17K,23.18%,26.64%,25.70%,32.20%,-,30.29%,11.57%,4.35%,-,1.51,-,-0.90%,-1.00%,-,0.20,0.20,0.00,0.00,-,-,-,-,-,0.6,18.41%,25.50%,30.66%,-5.90%,37.69%,75.34,-5.24%,0.00%
316,ASA,2020-06-04,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA,288.96M,3.16,14.98,0.94%,72011,-,-,121.87,1.01,-,-,-,-,-,-,-,19.29M,19.24M,0.22%,46.26%,37.65%,-,0.28%,0.36,150.90K,-1.38%,1.70%,11.21%,18.89%,44.73%,9.90%,2.69%,3.22%,-,0.48,0.13%,-,-,-,-,-,-,-,-,-,-,-,-,0.52,-0.86%,10.52%,15.93%,-7.99%,83.58%,54.29,-0.13%,1.08%
317,ASB,2020-06-04,Associated Banc-Corp,Financial,Banks - Regional,USA,2.47B,9.14,15.37,3.09%,1898695,10.41,1.52,2.18,0.67,2.69,6.31,6.00%,79.34%,10.50%,6.00%,9.70%,154.70M,150.39M,1.40%,1.06%,75.20%,-3.19%,1.67%,1.53,1.65M,5.06%,12.77%,-5.12%,-26.81%,-25.78%,-30.26%,4.68%,5.35%,2.90,1.15,4.68%,0.80%,7.40%,17.60%,-,-,0.16,0.16,-,71.90%,23.80%,Apr 23/a,1.28,0.84,13.81%,17.27%,-15.42%,-31.99%,50.24%,61.15,3.15%,-0.07%
318,ASC,2020-06-04,Ardmore Shipping Corporation,Energy,Oil & Gas Midstream,Bermuda,182.88M,-,5.43,-3.55%,274687,8.73,-,0.78,0.54,2.84,6.33,47.20%,-53.75%,-65.00%,42.64%,27.90%,33.20M,33.10M,-,-,95.00%,-0.91%,1.89%,1.24,501.85K,-8.28%,-9.95%,9.70%,-32.04%,-19.44%,-40.00%,5.66%,8.13%,1.90,0.55,0.92%,-0.90%,-2.20%,2.20%,1.60,1.40,1.13,1.29,34.00%,10.30%,-3.10%,May 05/b,1.28,0.51,0.26%,-1.23%,-19.37%,-44.54%,45.57%,48.91,-1.45%,-2.13%
319,ASFI,2020-06-04,"Asta Funding, Inc.",Financial,Credit Services,USA,76.71M,11.21,11.73,-0.51%,5887,-,1.12,3.84,0.86,8.52,-,-15.80%,-,19.30%,10.00%,-18.90%,6.57M,2.49M,62.14%,0.00%,15.70%,7.20%,0.11%,0.15,17.45K,-5.78%,3.23%,17.42%,12.46%,70.00%,13.55%,3.37%,1.86%,-,0.34,-,-,-,6.20%,-,-,0.00,0.00,-,-,-,-,0.62,0.26,0.08%,9.64%,24.99%,-7.27%,93.88%,58.18,-0.17%,-0.34%
320,ASG,2020-06-04,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA,230.39M,3.60,6.06,-1.78%,156993,-,-,162.99,0.98,-,-,-,-,-,-,-,38.02M,-,6.02%,-,26.57%,-,-,0.06,254.56K,2.19%,12.22%,-1.94%,-2.26%,9.58%,-6.77%,1.75%,2.25%,-,0.62,7.26%,-,-,-,-,-,-,-,-,-,-,-,-,0.15,5.45%,14.54%,2.53%,-15.01%,55.38%,69.64,-1.46%,-0.32%
321,ASGN,2020-06-04,ASGN Incorporated,Industrials,Staffing & Employment Services,USA,3.53B,18.99,65.37,0.48%,211969,15.17,1.90,0.88,2.47,55.13,12.05,12.10%,11.98%,19.30%,10.00%,17.90%,52.80M,50.31M,1.30%,0.29%,94.30%,-2.05%,1.47%,1.49,494.04K,3.25%,24.99%,40.40%,-2.35%,18.06%,-7.89%,2.77%,3.59%,2.10,0.43,-,6.30%,13.60%,10.20%,2.20,2.20,0.76,0.76,28.70%,7.90%,4.60%,Apr 30/a,2.31,2.66,13.04%,41.04%,11.75%,-10.03%,125.10%,74.83,0.96%,-0.48%
322,ASH,2020-06-04,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA,4.36B,-,71.48,2.16%,495153,22.31,-,1.82,1.46,12.36,-,183.40%,44.58%,-1.80%,15.45%,-16.40%,61.00M,60.19M,0.43%,5.13%,95.10%,0.04%,2.58%,2.51,617.11K,5.44%,19.65%,4.56%,-0.46%,-7.60%,-6.60%,2.37%,3.27%,2.10,0.8,1.54%,-1.00%,-2.20%,2.90%,1.70,1.10,0.51,0.67,31.30%,-16.20%,-3.10%,May 05/a,1.47,2.39,12.77%,23.50%,2.30%,-12.64%,83.85%,74.08,2.98%,-0.80%
323,ASIX,2020-06-04,AdvanSix Inc.,Basic Materials,Chemicals,USA,405.89M,13.56,14.03,7.10%,401383,5.87,1.36,0.32,0.96,13.18,-,-31.40%,93.21%,-12.20%,10.00%,-6.20%,27.94M,27.77M,3.10%,12.26%,94.20%,7.58%,3.71%,3.17,324.92K,14.72%,14.91%,1.67%,-28.13%,-45.45%,-29.71%,7.32%,7.12%,2.00,1.24,-,2.40%,7.20%,6.90%,1.20,0.60,0.83,0.83,9.10%,3.50%,2.30%,May 22/b,2.12,0.96,20.93%,27.90%,-21.64%,-48.46%,74.07%,65.78,8.26%,-1.07%
324,ASLN,2020-06-04,ASLAN Pharmaceuticals Limited,Healthcare,Biotechnology,Singapore,68.38M,-,1.8,-1.64%,94467,-,-,-,-,-,-,72.40%,35.00%,-,-,-,37.99M,36.90M,-,-,8.68%,-,0.05%,0.12,148.92K,2.34%,12.50%,-10.55%,-31.30%,-50.41%,-11.33%,8.92%,8.88%,2.50,0.63,-,-,-,-,-,-,-,-,-,-,-,Mar 27,-,0.14,3.26%,17.12%,0.69%,-78.00%,414.29%,58.16,-1.64%,0.00%
325,ASM,2020-06-04,Avino Silver & Gold Mines Ltd.,Basic Materials,Silver,Canada,56.71M,-,0.73,1.94%,1080042,8.44,-,1.76,1.08,8.46,37.81,-223.10%,210.71%,-19.50%,-,10.50%,77.27M,74.36M,0.70%,0.00%,7.95%,-,0.94%,0.87,801.91K,15.77%,83.04%,67.96%,33.64%,49.80%,27.19%,10.70%,12.24%,2.00,1.35,-,-34.20%,-46.70%,-6.20%,2.40,1.70,0.04,0.12,1.60%,-11.00%,-96.70%,May 06/a,1.10,0.07,28.92%,60.66%,42.58%,-12.62%,187.73%,69.49,0.53%,1.40%
326,ASMB,2020-06-04,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA,656.55M,-,19.95,2.26%,145551,-,-,40.53,2.78,2.64,-,6.60%,-11.20%,-1.80%,17.00%,-,35.08M,30.32M,3.80%,-3.37%,90.20%,2.87%,10.27%,12.95,240.31K,1.79%,13.87%,-3.20%,21.65%,35.90%,-2.49%,6.33%,8.13%,1.20,0.61,-,-34.80%,-45.40%,-37.30%,12.10,12.10,0.00,0.00,-,-,-,Jun 03/a,1.26,1.47,0.58%,11.86%,22.67%,-20.42%,145.38%,53.86,3.74%,-1.44%
327,ASML,2020-06-04,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,148.01B,51.09,353.11,1.97%,882707,31.89,2.24,11.11,10.66,32.50,137.11,1.20%,40.02%,17.70%,22.80%,15.10%,419.00M,419.16M,0.40%,0.00%,18.30%,-0.87%,0.27%,1.07,1.06M,10.36%,22.46%,22.50%,33.33%,86.44%,19.32%,1.84%,2.54%,2.10,0.83,0.83%,12.10%,21.60%,16.50%,2.70,1.80,0.31,0.31,45.30%,24.00%,21.80%,Apr 15/b,1.03,9.6,12.87%,21.05%,28.49%,1.63%,87.71%,74.86,1.51%,0.45%
328,ASND,2020-06-04,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark,7.04B,-,144.5,-1.03%,153695,-,-,623.27,11.40,11.90,-,-48.00%,1.00%,-61.90%,24.00%,-0.90%,47.99M,6.00M,1.36%,0.00%,-,-0.31%,32.67%,7.92,247.49K,-1.56%,5.40%,9.62%,27.03%,13.56%,3.87%,2.11%,3.42%,1.50,0.62,-,-32.50%,-36.70%,-35.70%,13.20,13.20,0.06,0.07,-,-,-,May 19/a,0.97,4.61,1.04%,9.88%,18.93%,-3.67%,60.45%,59.57,-1.03%,-0.01%
329,ASPN,2020-06-04,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment,USA,180.64M,-,6.6,2.33%,125850,-,-,1.29,2.37,15.31,-,58.30%,74.20%,35.40%,-,6.40%,25.19M,25.69M,3.10%,-0.64%,76.30%,13.32%,0.25%,0.65,98.41K,3.45%,-2.37%,-15.82%,-9.34%,30.69%,-14.95%,7.24%,8.20%,2.00,1.28,-,-11.50%,-18.90%,-22.80%,2.60,1.80,0.00,0.00,20.40%,-8.10%,-8.40%,Apr 30/a,1.65,0.51,5.28%,7.78%,-5.69%,-38.38%,61.37%,54.83,3.12%,-0.78%
330,ASPS,2020-06-04,Altisource Portfolio Solutions S.A.,Financial,Mortgage Finance,Luxembourg,249.70M,-,14.56,-8.37%,239875,9.97,-,0.42,-,2.07,5.01,-83.60%,513.60%,-39.20%,20.00%,-9.70%,15.50M,8.66M,2.60%,116.29%,55.90%,-4.32%,10.07%,5.11,170.44K,-7.08%,106.23%,0.28%,-20.61%,-26.83%,-24.68%,9.57%,10.75%,2.50,1.41,-,-57.90%,-245.40%,-108.00%,2.10,2.10,-,-,22.70%,2.30%,-52.70%,Apr 30/b,1.66,1.27,31.53%,66.64%,-9.17%,-38.25%,142.67%,67.3,-8.37%,0.00%
331,ASPU,2020-06-04,"Aspen Group, Inc.",Consumer Defensive,Education & Training Services,USA,223.55M,-,10.52,0.48%,117839,-,-,4.95,4.89,10.90,-,-1.50%,80.60%,13.70%,40.00%,53.60%,19.42M,19.55M,4.30%,-31.06%,58.40%,46.62%,3.45%,4.86,138.67K,28.29%,42.16%,18.20%,51.59%,156.59%,31.50%,7.39%,6.05%,1.80,0.85,-,-12.30%,-22.40%,-25.20%,3.00,3.00,0.20,0.20,60.10%,-11.20%,-14.60%,Mar 16/b,0.72,0.52,31.25%,37.99%,48.47%,-2.14%,194.27%,78.09,0.67%,-0.19%
332,ASR,2020-06-04,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,Mexico,3.95B,14.66,129.36,1.95%,111154,17.42,-,5.20,2.47,11.28,10.16,9.60%,21.26%,19.10%,-0.10%,23.40%,30.00M,18.32M,51.50%,0.00%,25.60%,9.80%,0.82%,1.41,106.62K,22.77%,18.26%,-17.38%,-23.45%,-19.05%,-30.97%,6.35%,4.85%,2.70,1.04,4.03%,10.00%,18.80%,14.60%,3.60,3.50,0.43,0.43,96.20%,50.50%,34.90%,Feb 25,1.10,5.83,23.54%,29.92%,-14.35%,-38.51%,57.60%,74.75,2.37%,-0.41%
333,ASRT,2020-06-04,"Assertio Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,78.86M,-,1.0,-7.49%,1580050,6.66,-,0.41,0.85,-,2.15,-634.30%,36.36%,-28.50%,25.00%,-10.10%,70.94M,78.93M,4.40%,-0.45%,66.30%,-19.46%,4.65%,2.71,1.35M,4.53%,19.04%,-8.34%,34.76%,-66.59%,-20.07%,10.38%,12.88%,2.00,1.17,-,-27.90%,-110.00%,-39.80%,1.50,1.50,0.00,0.69,95.70%,-55.90%,-84.00%,May 11/b,2.18,0.11,14.92%,21.82%,-3.17%,-72.48%,81.65%,61.54,-11.58%,4.63%
334,ASTE,2020-06-04,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,1.03B,35.79,45.02,3.38%,129190,28.68,3.58,0.91,1.66,22.33,14.53,138.00%,98.73%,-8.00%,10.00%,3.70%,22.55M,22.16M,1.20%,0.02%,95.90%,0.67%,4.04%,5.18,172.78K,4.92%,19.16%,19.23%,20.25%,50.92%,7.19%,3.91%,4.59%,2.50,0.75,0.98%,3.50%,4.70%,3.70%,3.20,1.40,0.00,0.00,20.90%,1.90%,2.50%,May 06/b,1.21,2.0,12.73%,17.42%,22.22%,-2.91%,78.86%,65.34,4.72%,-1.29%
335,ASUR,2020-06-04,"Asure Software, Inc.",Technology,Software - Application,USA,101.92M,-,6.37,-5.63%,97388,23.42,-,1.42,0.73,4.90,-,-235.90%,51.11%,39.81%,25.00%,21.90%,15.73M,12.46M,6.00%,-33.80%,70.50%,7.83%,17.12%,14.79,144.19K,1.43%,-4.78%,-12.86%,-21.84%,-0.16%,-22.13%,7.16%,9.08%,2.00,0.68,-,-,-,-16.30%,1.10,1.10,0.16,0.19,56.20%,-,-,May 07/a,1.18,0.5,0.05%,4.54%,-13.95%,-37.85%,48.14%,52.62,-4.93%,-0.74%
336,ASX,2020-06-04,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan,9.43B,14.90,4.35,-1.36%,1553429,11.01,0.44,0.67,1.36,3.57,4.07,-33.50%,19.70%,-,34.20%,-,2.13B,1.62B,-,-,5.10%,-0.76%,0.03%,0.45,1.01M,7.94%,0.69%,-8.81%,-10.31%,16.62%,-21.76%,2.63%,3.04%,2.00,1.53,3.68%,3.40%,9.30%,4.20%,1.30,1.00,0.83,1.15,16.40%,6.30%,4.40%,-,-,0.14,2.22%,5.24%,-7.26%,-23.68%,37.22%,57.15,-2.25%,0.91%
337,ASYS,2020-06-04,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA,73.27M,1322.50,5.29,-1.67%,21967,11.43,66.12,0.96,0.91,1.49,19.80,-50.00%,320.00%,16.70%,20.00%,8.50%,14.15M,13.74M,2.00%,16.44%,69.90%,4.41%,0.22%,0.64,46.49K,2.32%,4.96%,10.67%,-9.57%,-6.70%,-26.12%,3.69%,4.64%,-,0.47,-,-9.10%,-12.50%,2.50%,8.40,6.60,0.06,0.07,39.20%,1.20%,-14.10%,May 07/a,1.71,0.24,2.75%,9.61%,-3.08%,-33.54%,49.01%,57.06,-1.67%,0.00%
338,AT,2020-06-04,Atlantic Power Corporation,Utilities,Utilities - Independent Power Producers,USA,195.30M,-,2.1,-2.33%,396950,10.14,-,0.69,-,4.09,1.83,-250.20%,-33.23%,20.50%,15.50%,-10.50%,107.20M,89.35M,3.30%,2.46%,72.90%,-2.97%,1.20%,1.79,596.15K,0.00%,16.67%,-7.49%,-9.09%,-7.89%,-9.87%,2.87%,3.73%,3.00,0.67,-,-2.30%,167.30%,-7.60%,0.90,0.80,-,-,26.40%,-4.50%,-7.80%,May 07/a,0.54,0.08,5.63%,4.58%,-7.03%,-20.75%,23.53%,58.39,-1.41%,-0.93%
339,ATAX,2020-06-04,"America First Multifamily Investors, L.P.",Financial,Mortgage Finance,USA,301.53M,12.74,4.79,4.36%,102986,7.85,-,4.05,0.89,8.57,-,-29.50%,117.86%,11.40%,-,11.40%,60.75M,58.37M,1.00%,4.60%,8.80%,-4.93%,0.42%,0.71,341.73K,-3.62%,-5.15%,-36.22%,-35.01%,-32.34%,-37.79%,5.50%,6.46%,2.00,0.3,8.98%,2.30%,6.90%,3.30%,-,-,1.37,1.66,67.30%,34.20%,30.60%,May 07/a,0.63,0.28,3.56%,-3.50%,-30.70%,-41.44%,27.39%,51.63,3.46%,0.87%
340,ATCO,2020-06-04,Atlas Corp.,Financial,Asset Management,Canada,2.01B,13.03,7.82,0.90%,293414,6.02,-,1.74,0.52,8.74,2.77,27.50%,19.16%,16.10%,-11.55%,9.50%,216.18M,184.03M,25.43%,-,54.20%,21.41%,1.56%,5.28,541.93K,5.82%,10.61%,-19.38%,-34.12%,-16.45%,-44.97%,4.75%,4.70%,3.00,0.54,6.39%,4.30%,11.20%,10.10%,0.40,0.40,0.95,1.10,79.90%,61.00%,31.10%,-,0.93,0.38,10.75%,9.32%,-24.93%,-46.51%,45.08%,59.5,0.90%,0.00%
341,ATCX,2020-06-04,"Atlas Technical Consultants, Inc.",Industrials,Engineering & Construction,USA,294.89M,-,10.01,-2.34%,31989,66.73,-,2.70,-,15.6,-,-224.40%,183.30%,-,-,-,29.74M,3.18M,10.30%,-,83.20%,-32.30%,1.58%,4.43,11.32K,-3.75%,10.12%,10.12%,-0.89%,2.77%,-1.48%,3.91%,8.53%,2.00,2.83,-,-9.70%,-16.80%,-,2.60,2.60,-,-,46.10%,-,-21.60%,-,-,0.64,0.61%,9.24%,3.88%,-29.23%,100.20%,52.16,-4.21%,1.95%
342,ATEC,2020-06-04,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,USA,343.08M,-,5.47,10.73%,638162,-,-,2.88,12.43,12.48,-,9.00%,36.70%,-,12.00%,-6.00%,62.57M,40.39M,14.10%,0.00%,46.00%,-2.69%,7.57%,4.64,658.65K,24.32%,23.48%,-7.60%,-20.49%,33.41%,-22.90%,8.06%,7.89%,1.70,0.97,-,-40.80%,-181.30%,-48.20%,2.40,1.40,1.93,1.97,69.00%,-45.60%,-54.40%,May 11/a,1.95,0.38,22.00%,34.57%,-1.78%,-31.02%,149.77%,69.65,7.68%,2.83%
