Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Price,Change,Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Market Cap,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price,Change,Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,Change,from Open,Gap,Volume
CCXX,2020-06-05,Churchill Capital Corp III,Financial,Shell Companies,USA,1.13B,-,10.25,0.59%,619834,1.13B,-,-,-,-,-,-,-,-,-,-,-,-,10.25,0.59%,619834,1.13B,110.00M,-,-,-,-,-,-,0.57,248.94K,10.25,0.59%,619834,0.00%,3.64%,-,-,-,5.45%,1.76%,1.41%,-,248.94K,2.49,10.25,0.59%,619834,1.13B,-,-,-,-,-,-,-,-,-,-,-,-,10.25,0.59%,619834,-,0.13,1.46%,2.69%,2.69%,-1.41%,6.11%,-,10.25,0.59%,0.20%,0.39%,619834
CDAY,2020-06-05,Ceridian HCM Holding Inc.,Technology,Software - Application,USA,11.72B,160.96,81.93,10.11%,2392817,11.72B,160.96,150.05,15.60,13.90,6.28,45.90,268.75,242.00%,47.57%,-,10.32%,-,81.93,10.11%,2392817,11.72B,144.65M,131.59M,0.60%,-95.97%,89.51%,2.43%,8.13%,7.8,1.37M,81.93,10.11%,2392817,18.96%,32.42%,23.54%,33.02%,67.68%,20.70%,6.10%,5.14%,2.40,1.37M,1.74,81.93,10.11%,2392817,11.72B,-,1.20%,4.10%,3.10%,1.10,1.10,0.35,0.36,44.50%,4.10%,9.00%,May 06/a,81.93,10.11%,2392817,-,3.64,23.03%,41.59%,38.40%,3.56%,113.36%,80.92,81.93,10.11%,9.69%,0.38%,2392817
CDE,2020-06-05,"Coeur Mining, Inc.",Basic Materials,Gold,USA,1.26B,-,5.26,-0.19%,9186997,1.26B,-,25.91,-,1.73,1.91,23.89,1053.12,-510.80%,2000.00%,32.80%,-,2.30%,5.26,-0.19%,9186997,1.26B,240.26M,240.01M,1.50%,2.39%,71.20%,-0.29%,2.52%,0.85,7.12M,5.26,-0.19%,9186997,-8.52%,36.98%,18.47%,-27.85%,60.86%,-34.90%,8.06%,8.94%,2.60,7.12M,1.29,5.26,-0.19%,9186997,1.26B,-,-21.90%,-43.00%,-34.90%,1.60,1.20,0.48,0.52,26.20%,-42.90%,-45.80%,May 22/a,5.26,-0.19%,9186997,1.70,0.43,3.41%,21.69%,-1.24%,-36.55%,165.66%,56.20,5.26,-0.19%,3.54%,-3.61%,9186997
CDEV,2020-06-05,"Centennial Resource Development, Inc.",Energy,Oil & Gas E&P,USA,439.03M,-,1.49,29.57%,31816953,439.03M,-,-,-,0.48,0.15,115.53,-,-92.20%,55.30%,-30.40%,-,48.30%,1.49,29.57%,31816953,439.03M,275.95M,168.14M,2.00%,448.61%,95.70%,-6.32%,18.33%,1.71,18.00M,1.49,29.57%,31816953,47.52%,105.01%,-1.97%,-55.65%,-80.03%,-67.75%,11.54%,11.88%,3.00,18.00M,1.77,1.49,29.57%,31816953,439.03M,-,-,-,1.70%,0.30,0.30,0.41,0.41,77.00%,-,-,May 04/a,1.49,29.57%,31816953,7.45,0.14,52.55%,116.22%,-46.86%,-81.54%,533.50%,74.82,1.49,29.57%,15.50%,12.17%,31816953
CDK,2020-06-05,"CDK Global, Inc.",Technology,Software - Application,USA,5.36B,28.16,43.7,5.20%,718689,5.36B,28.16,13.23,2.82,3.19,-,18.82,15.38,-30.30%,9.48%,5.40%,10.00%,-0.60%,43.7,5.20%,718689,5.36B,121.60M,121.12M,0.10%,-4.97%,86.40%,-1.09%,1.38%,1.6,1.05M,43.7,5.20%,718689,11.17%,12.02%,-1.22%,-18.70%,-8.75%,-20.08%,3.27%,3.41%,2.00,1.05M,0.68,43.7,5.20%,718689,5.36B,1.37%,0.20%,-1.00%,17.70%,1.60,1.60,-,-,57.90%,25.30%,0.40%,May 05/a,43.7,5.20%,718689,1.32,1.57,10.90%,18.80%,-5.40%,-23.33%,50.07%,70.12,43.7,5.20%,2.68%,2.46%,718689
CDLX,2020-06-05,"Cardlytics, Inc.",Communication Services,Internet Content & Information,USA,1.98B,-,79.86,2.23%,906764,1.98B,-,-,-,9.00,15.42,19.36,899.51,74.10%,217.90%,-,34.60%,-,79.86,2.23%,906764,1.98B,26.73M,24.59M,2.60%,57.35%,84.80%,-1.35%,14.00%,3.3,1.04M,79.86,2.23%,906764,17.29%,72.00%,65.51%,24.90%,226.09%,27.04%,8.31%,10.57%,2.60,1.04M,0.87,79.86,2.23%,906764,1.98B,-,-12.70%,-21.40%,-12.10%,2.90,2.90,0.00,0.00,43.10%,-10.40%,-11.10%,May 11/a,79.86,2.23%,906764,-,6.01,27.26%,59.74%,47.23%,-25.71%,251.81%,74.17,79.86,2.23%,-0.05%,2.28%,906764
CDMO,2020-06-05,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,352.43M,-,6.45,-4.87%,352868,352.43M,-,-,-,5.49,7.77,11.48,-,67.60%,100.00%,35.40%,15.00%,19.10%,6.45,-4.87%,352868,352.43M,56.40M,52.34M,0.40%,68.05%,57.80%,-1.07%,3.71%,4.25,456.74K,6.45,-4.87%,352868,10.45%,2.38%,0.62%,11.98%,61.65%,-15.91%,7.24%,6.55%,1.50,456.74K,0.77,6.45,-4.87%,352868,352.43M,-,-13.90%,-27.20%,-10.00%,1.60,1.30,0.00,0.00,13.80%,-14.60%,-21.10%,Mar 10/a,6.45,-4.87%,352868,2.23,0.41,10.81%,20.00%,10.36%,-23.03%,113.58%,62.29,6.45,-4.87%,-6.93%,2.21%,352868
CDMOP,2020-06-05,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA,1.44B,-,25.7,-1.15%,2605,1.44B,-,-,-,22.42,30.82,-,-,-,-,-,-,-,25.7,-1.15%,2605,1.44B,56.00M,42.50M,4.83%,-,-,-,0.01%,0.61,5.94K,25.7,-1.15%,2605,-1.91%,8.85%,-2.95%,-5.69%,-0.89%,-3.58%,2.11%,2.33%,-,5.94K,0.44,25.7,-1.15%,2605,1.44B,10.19%,-,-,-,-,-,-,-,-,-,-,-,25.7,-1.15%,2605,-,0.58,3.49%,9.29%,-0.55%,-12.88%,46.77%,64.65,25.7,-1.15%,0.27%,-1.42%,2605
CDNA,2020-06-05,"CareDx, Inc",Healthcare,Diagnostics & Research,USA,1.43B,-,33.15,3.95%,521908,1.43B,-,58.67,-,10.24,13.99,44.35,-,60.30%,966.04%,-52.30%,20.00%,36.00%,33.15,3.95%,521908,1.43B,42.82M,42.76M,2.20%,-20.01%,97.01%,5.64%,11.63%,6.92,718.89K,33.15,3.95%,521908,3.21%,16.93%,41.49%,63.06%,-7.58%,53.69%,6.89%,6.67%,1.60,718.89K,0.73,33.15,3.95%,521908,1.43B,-,-13.60%,-20.70%,-22.80%,2.30,2.10,0.00,0.00,65.50%,-17.80%,-14.50%,Apr 30/a,33.15,3.95%,521908,0.95,2.08,7.86%,25.98%,40.43%,-19.68%,154.22%,61.65,33.15,3.95%,1.59%,2.32%,521908
CDNS,2020-06-05,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,24.61B,25.80,91.4,0.14%,2269220,24.61B,25.80,33.98,2.06,10.35,11.58,-,36.18,187.80%,9.35%,46.80%,12.50%,8.10%,91.4,0.14%,2269220,24.61B,273.48M,269.31M,0.90%,-23.75%,96.50%,0.74%,1.51%,1.61,2.52M,91.4,0.14%,2269220,0.12%,12.85%,41.20%,38.63%,41.29%,31.78%,2.54%,3.08%,2.20,2.52M,0.9,91.4,0.14%,2269220,24.61B,-,32.00%,55.40%,40.90%,1.40,1.30,0.16,0.32,88.60%,21.10%,41.70%,Apr 20/a,91.4,0.14%,2269220,1.08,2.79,6.30%,16.26%,29.17%,-2.04%,77.86%,69.04,91.4,0.14%,0.24%,-0.10%,2269220
CDOR,2020-06-05,"Condor Hospitality Trust, Inc.",Real Estate,REIT - Hotel & Motel,USA,55.68M,-,5.03,8.64%,71225,55.68M,-,-,-,0.95,0.73,21.42,8.70,-220.30%,-,58.30%,15.00%,0.80%,5.03,8.64%,71225,55.68M,11.95M,5.45M,2.30%,0.00%,58.20%,-2.85%,0.14%,0.17,43.23K,5.03,8.64%,71225,5.89%,43.71%,-51.96%,-54.44%,-48.14%,-54.44%,9.79%,10.22%,3.00,43.23K,1.65,5.03,8.64%,71225,55.68M,15.51%,-3.40%,-10.00%,2.70%,-,-,2.15,2.15,33.50%,7.60%,-14.90%,Mar 16/a,5.03,8.64%,71225,2.39,0.39,37.09%,36.88%,-43.40%,-55.09%,82.22%,72.99,5.03,8.64%,5.89%,2.59%,71225
CDR,2020-06-05,"Cedar Realty Trust, Inc.",Real Estate,REIT - Retail,USA,139.49M,-,1.47,1.38%,2572190,139.49M,-,-,-,0.93,0.39,1.86,4.65,5.70%,-70.00%,-39.30%,11.00%,-0.60%,1.47,1.38%,2572190,139.49M,86.37M,85.14M,1.60%,0.00%,85.10%,-3.97%,2.82%,2.08,1.15M,1.47,1.38%,2572190,97.45%,82.02%,-37.97%,-45.15%,-47.69%,-50.17%,29.88%,15.19%,2.80,1.15M,2.23,1.47,1.38%,2572190,139.49M,2.72%,-1.30%,-4.40%,2.60%,-,-,2.16,2.16,67.90%,13.10%,-10.30%,May 14/a,1.47,1.38%,2572190,1.50,0.16,79.40%,75.24%,-34.16%,-60.16%,179.95%,80.55,1.47,1.38%,-7.55%,9.66%,2572190
CDTX,2020-06-05,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,USA,142.26M,-,3.53,-2.75%,262071,142.26M,-,-,-,6.08,2.49,-,-,48.80%,-10.80%,-9.90%,-,-,3.53,-2.75%,262071,142.26M,37.86M,32.38M,1.30%,-1.04%,59.70%,34.54%,4.80%,5.91,263.30K,3.53,-2.75%,262071,-2.49%,16.50%,21.31%,41.77%,110.12%,-8.07%,6.05%,7.23%,1.60,263.30K,1.0,3.53,-2.75%,262071,142.26M,-,-,-,-87.30%,2.70,2.70,0.00,0.19,-,-,-,May 13/a,3.53,-2.75%,262071,1.92,0.22,3.19%,19.08%,35.14%,-20.50%,188.75%,59.88,3.53,-2.75%,2.32%,-4.96%,262071
CDW,2020-06-05,CDW Corporation,Technology,Information Technology Services,USA,17.89B,24.48,125.34,7.36%,2029275,17.89B,24.48,20.01,2.69,0.97,20.12,83.42,31.87,19.40%,12.46%,28.60%,9.10%,8.40%,125.34,7.36%,2029275,17.89B,142.70M,141.01M,1.00%,-5.84%,93.80%,-2.81%,1.42%,1.54,1.30M,125.34,7.36%,2029275,13.01%,17.39%,12.33%,-7.38%,20.26%,-12.25%,3.07%,3.34%,2.30,1.30M,1.56,125.34,7.36%,2029275,17.89B,1.21%,9.40%,80.80%,22.20%,1.30,1.10,3.86,3.90,16.90%,6.20%,4.10%,May 06/b,125.34,7.36%,2029275,1.21,4.08,16.69%,20.56%,3.74%,-14.20%,70.79%,73.84,125.34,7.36%,5.03%,2.22%,2029275
CDXC,2020-06-05,ChromaDex Corporation,Healthcare,Biotechnology,USA,279.81M,-,4.59,0.44%,233845,279.81M,-,-,-,5.53,16.39,20.57,-,7.00%,91.90%,-30.00%,-,24.80%,4.59,0.44%,233845,279.81M,59.78M,36.61M,2.30%,-,21.00%,3.12%,6.77%,4.39,565.32K,4.59,0.44%,233845,-4.57%,-16.70%,28.57%,25.75%,15.04%,6.50%,4.90%,6.28%,1.50,565.32K,0.41,4.59,0.44%,233845,279.81M,-,-72.70%,-149.90%,-,2.00,1.20,0.00,0.01,56.90%,-56.90%,-58.70%,Mar 10/a,4.59,0.44%,233845,1.61,0.31,-4.96%,5.50%,16.88%,-20.86%,83.60%,49.18,4.59,0.44%,-0.65%,1.09%,233845
CDXS,2020-06-05,"Codexis, Inc.",Healthcare,Biotechnology,USA,732.22M,-,12.22,-0.65%,483575,732.22M,-,-,-,10.85,7.27,8.39,-,-1.30%,18.50%,15.80%,15.00%,14.20%,12.22,-0.65%,483575,732.22M,58.89M,56.98M,0.80%,-23.43%,92.40%,4.31%,8.51%,11.45,423.14K,12.22,-0.65%,483575,-1.61%,2.17%,1.24%,-20.29%,-28.12%,-23.58%,4.45%,4.87%,1.80,423.14K,1.14,12.22,-0.65%,483575,732.22M,-,-9.80%,-14.20%,-11.90%,5.10,5.10,0.00,0.00,79.60%,-22.30%,-21.40%,May 07/a,12.22,-0.65%,483575,0.65,0.61,3.07%,8.49%,-10.38%,-36.75%,44.96%,56.21,12.22,-0.65%,-2.40%,1.79%,483575
CDZI,2020-06-05,Cadiz Inc.,Utilities,Utilities - Regulated Water,USA,387.26M,-,11.17,1.82%,154486,387.26M,-,-,-,968.16,-,36.88,-,-1.60%,-,0.70%,-,5.60%,11.17,1.82%,154486,387.26M,31.11M,34.08M,1.40%,-9.34%,61.30%,9.16%,6.79%,14.29,161.90K,11.17,1.82%,154486,0.90%,5.68%,9.30%,-1.24%,9.08%,1.36%,2.69%,3.18%,-,161.90K,0.95,11.17,1.82%,154486,387.26M,-,-56.70%,63.80%,-17.10%,2.50,2.50,-,-,-,-,-,-,11.17,1.82%,154486,-0.63,0.37,4.29%,-1.64%,1.08%,-15.06%,32.66%,52.56,11.17,1.82%,1.55%,0.27%,154486
CE,2020-06-05,Celanese Corporation,Basic Materials,Chemicals,USA,11.87B,16.08,97.72,1.38%,1087337,11.87B,16.08,10.95,3.50,1.95,4.76,19.52,17.15,-22.60%,31.62%,11.20%,4.60%,-1.50%,97.72,1.38%,1087337,11.87B,119.25M,117.28M,0.90%,0.00%,99.00%,-2.18%,1.94%,1.99,1.14M,97.72,1.38%,1087337,8.69%,25.96%,5.93%,-19.97%,-2.66%,-20.63%,3.39%,3.80%,2.20,1.14M,0.95,97.72,1.38%,1087337,11.87B,2.54%,7.70%,27.70%,11.10%,1.50,0.90,1.37,1.68,24.70%,11.70%,12.10%,Apr 27/a,97.72,1.38%,1087337,1.35,4.01,13.93%,21.60%,-7.31%,-24.17%,85.43%,68.54,97.72,1.38%,-3.26%,4.79%,1087337
CEA,2020-06-05,China Eastern Airlines Corporation Limited,Industrials,Airlines,China,9.61B,13.57,20.28,7.87%,147147,9.61B,13.57,-,-,0.57,0.66,46.72,3.21,13.30%,-,-4.80%,-,6.10%,20.28,7.87%,147147,9.61B,314.86M,102.74M,58.20%,0.00%,0.30%,1.64%,0.04%,0.94,45.45K,20.28,7.87%,147147,16.69%,8.51%,-8.85%,-17.09%,-25.28%,-25.90%,2.33%,3.14%,-,45.45K,3.24,20.28,7.87%,147147,9.61B,-,1.20%,5.30%,4.00%,0.30,0.20,1.76,2.35,30.30%,8.30%,2.60%,-,20.28,7.87%,147147,1.59,0.87,12.12%,9.83%,-11.75%,-34.50%,28.35%,63.52,20.28,7.87%,-0.15%,8.03%,147147
CECE,2020-06-05,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls,USA,228.07M,11.92,6.47,12.33%,249396,228.07M,11.92,10.68,0.79,0.68,1.17,2.76,9.20,296.10%,32.89%,0.00%,15.00%,5.40%,6.47,12.33%,249396,228.07M,35.16M,30.78M,13.04%,0.00%,69.70%,-1.23%,1.18%,3.88,93.92K,6.47,12.33%,249396,21.85%,37.95%,-1.82%,-17.58%,-27.95%,-15.54%,5.89%,5.42%,2.00,93.92K,2.66,6.47,12.33%,249396,228.07M,-,4.70%,10.20%,8.40%,2.00,1.50,0.54,0.55,33.90%,5.20%,5.70%,May 06/b,6.47,12.33%,249396,1.17,0.35,26.85%,30.58%,-2.86%,-34.25%,83.23%,73.98,6.47,12.33%,7.83%,4.17%,249396
CEE,2020-06-05,"The Central and Eastern Europe Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,149.21M,3.97,22.25,1.23%,3516,149.21M,3.97,-,-,13.04,0.70,-,-,-,-,-,-,-,22.25,1.23%,3516,149.21M,6.71M,-,0.04%,-,65.15%,-,-,0.04,10.16K,22.25,1.23%,3516,5.40%,16.79%,-6.52%,-17.53%,-12.44%,-21.38%,3.01%,2.43%,-,10.16K,0.35,22.25,1.23%,3516,149.21M,6.56%,-,-,-,-,-,-,-,-,-,-,-,22.25,1.23%,3516,-,0.6,9.70%,15.90%,-8.78%,-24.49%,75.42%,70.67,22.25,1.23%,-1.59%,2.87%,3516
CEF,2020-06-05,Sprott Physical Gold and Silver Trust,Financial,Asset Management,Canada,3.10B,10.90,15.89,-2.52%,1521508,3.10B,10.90,-,-,10.22,1.10,-,-,-,-,-,-,-,15.89,-2.52%,1521508,3.10B,194.83M,-,-,-,19.63%,-,-,0.26,1.57M,15.89,-2.52%,1521508,-3.29%,3.32%,0.76%,12.86%,25.12%,8.39%,1.59%,1.34%,-,1.57M,0.97,15.89,-2.52%,1521508,3.10B,-,-,-,-,-,-,-,-,-,-,-,-,15.89,-2.52%,1521508,-,0.27,-1.34%,1.72%,6.83%,-4.51%,32.97%,47.39,15.89,-2.52%,-0.69%,-1.84%,1521508
CEIX,2020-06-05,CONSOL Energy Inc.,Energy,Thermal Coal,USA,236.22M,3.47,8.14,12.12%,640178,236.22M,3.47,-,-,0.18,0.48,3.02,4.62,-48.80%,-163.60%,-23.00%,-,-4.60%,8.14,12.12%,640178,236.22M,25.99M,25.46M,4.10%,0.34%,-,-1.58%,17.59%,6.83,655.93K,8.14,12.12%,640178,19.53%,32.36%,29.00%,-36.06%,-69.18%,-43.90%,8.72%,10.83%,2.00,655.93K,0.98,8.14,12.12%,640178,236.22M,-,2.40%,14.20%,12.70%,0.80,0.60,1.55,1.74,98.80%,10.60%,4.70%,May 11/b,8.14,12.12%,640178,-,0.75,19.05%,39.38%,-23.68%,-70.62%,142.99%,64.2,8.14,12.12%,7.53%,4.27%,640178
CEL,2020-06-05,Cellcom Israel Ltd.,Communication Services,Telecom Services,Israel,487.46M,-,3.27,-3.82%,4517,487.46M,-,-,-,0.47,0.91,1.38,2.41,-56.70%,-,-17.70%,6.10%,-4.10%,3.27,-3.82%,4517,487.46M,148.06M,76.93M,48.40%,0.00%,16.53%,-,0.10%,3.61,21.92K,3.27,-3.82%,4517,4.75%,-4.94%,6.86%,16.79%,0.00%,3.81%,3.73%,3.15%,-,21.92K,0.21,3.27,-3.82%,4517,487.46M,-,-1.90%,-7.70%,0.80%,1.60,1.60,1.75,2.04,27.20%,0.90%,-3.60%,May 21/b,3.27,-3.82%,4517,1.15,0.12,-1.24%,-1.13%,10.36%,-25.00%,81.67%,46.57,3.27,-3.82%,-3.25%,-0.59%,4517
CELC,2020-06-05,Celcuity Inc.,Healthcare,Diagnostics & Research,USA,123.98M,-,11.04,10.95%,41948,123.98M,-,-,-,-,6.46,-,-,2.60%,-,-,15.00%,-,11.04,10.95%,41948,123.98M,10.25M,5.04M,1.00%,0.00%,22.40%,1.82%,1.38%,3.39,20.52K,11.04,10.95%,41948,13.46%,90.34%,44.13%,2.41%,-46.62%,3.76%,11.83%,12.76%,2.00,20.52K,2.04,11.04,10.95%,41948,123.98M,-,-37.00%,-38.80%,-,20.20,20.20,0.00,0.00,-,-,-,Jun 11/a,11.04,10.95%,41948,-,1.02,37.51%,67.33%,-0.40%,-55.84%,173.95%,73.51,11.04,10.95%,7.71%,3.02%,41948
CELH,2020-06-05,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,627.97M,-,9.67,5.34%,741049,627.97M,-,66.69,-,7.07,10.18,32.88,-,170.10%,237.21%,28.50%,-,38.80%,9.67,5.34%,741049,627.97M,69.28M,25.56M,0.50%,-,50.00%,5.05%,13.40%,6.18,553.79K,9.67,5.34%,741049,4.31%,111.14%,58.78%,111.14%,141.15%,100.21%,7.05%,10.65%,1.70,553.79K,1.34,9.67,5.34%,741049,627.97M,-,-1.50%,-2.10%,-2.00%,1.90,1.20,0.00,0.14,43.40%,0.10%,-1.30%,May 12/b,9.67,5.34%,741049,1.36,0.7,26.94%,70.32%,102.31%,-7.29%,216.01%,77.18,9.67,5.34%,4.09%,1.20%,741049
CELP,2020-06-05,"Cypress Environmental Partners, L.P.",Energy,Oil & Gas Equipment & Services,USA,57.31M,10.34,4.82,0.42%,35226,57.31M,10.34,-,-,0.15,1.89,1.35,3.22,14.10%,-,18.90%,-,-0.10%,4.82,0.42%,35226,57.31M,12.10M,4.36M,2.80%,0.00%,2.40%,35.01%,0.08%,0.11,32.17K,4.82,0.42%,35226,4.56%,-23.00%,-32.87%,-44.85%,-34.86%,-47.61%,5.60%,10.15%,2.00,32.17K,1.1,4.82,0.42%,35226,57.31M,17.43%,5.60%,28.80%,19.40%,5.40,5.40,3.31,3.32,13.60%,5.70%,2.50%,Mar 16/b,4.82,0.42%,35226,1.72,0.42,6.18%,0.43%,-35.38%,-52.47%,55.99%,54.06,4.82,0.42%,-3.60%,4.17%,35226
CEM,2020-06-05,ClearBridge MLP and Midstream Fund Inc,Financial,Closed-End Fund - Equity,USA,285.88M,-,4.06,5.18%,709295,285.88M,-,-,-,-,-,-,-,-,-,-,-,-,4.06,5.18%,709295,285.88M,70.42M,-,-,-,28.27%,-,-,0.06,981.49K,4.06,5.18%,709295,8.85%,28.08%,-47.88%,-59.32%,-66.05%,-63.94%,4.13%,5.51%,-,981.49K,0.72,4.06,5.18%,709295,285.88M,24.14%,-,-,-,-,-,-,-,-,-,-,-,4.06,5.18%,709295,-,0.21,16.80%,37.66%,-51.44%,-67.68%,441.33%,74.9,4.06,5.18%,1.75%,3.37%,709295
CEMI,2020-06-05,"Chembio Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA,154.08M,-,8.2,-1.91%,986879,154.08M,-,3.37,-,4.67,7.81,13.76,-,-48.00%,109.38%,-46.60%,25.00%,4.50%,8.2,-1.91%,986879,154.08M,17.20M,16.82M,0.20%,0.00%,41.40%,-3.29%,5.69%,0.72,1.33M,8.2,-1.91%,986879,-14.85%,-34.97%,115.22%,101.47%,22.02%,79.82%,9.47%,11.02%,1.50,1.33M,0.74,8.2,-1.91%,986879,154.08M,-,-30.80%,-66.10%,-30.50%,3.50,2.10,0.99,1.01,33.40%,-44.10%,-48.00%,May 04/a,8.2,-1.91%,986879,2.31,1.25,-22.80%,-20.69%,33.41%,-48.40%,264.44%,40.37,8.2,-1.91%,-2.15%,0.24%,986879
CEN,2020-06-05,Center Coast Brookfield MLP & Energy Infrastructure Fund,Financial,Closed-End Fund - Equity,USA,68.97M,-,1.4,6.06%,842989,68.97M,-,-,-,-,-,-,-,-,-,-,-,-,1.4,6.06%,842989,68.97M,49.27M,-,0.04%,387.08%,17.75%,-,-,0.35,874.98K,1.4,6.06%,842989,18.64%,8.53%,-67.96%,-76.71%,-82.67%,-77.92%,5.34%,5.03%,-,874.98K,0.96,1.4,6.06%,842989,68.97M,25.71%,-,-,-,-,-,-,-,-,-,-,-,1.4,6.06%,842989,-,0.07,14.43%,19.86%,-71.03%,-83.51%,154.55%,69.72,1.4,6.06%,3.70%,2.27%,842989
CENT,2020-06-05,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,USA,1.88B,23.73,36.42,2.27%,66728,1.88B,23.73,20.54,3.16,0.77,1.99,-,12.15,-15.90%,9.92%,55.30%,7.50%,8.20%,36.42,2.27%,66728,1.88B,54.28M,48.76M,14.10%,-2.65%,90.20%,-0.82%,0.69%,2.83,118.94K,36.42,2.27%,66728,-0.74%,7.59%,31.67%,32.10%,29.84%,17.22%,2.87%,3.89%,3.00,118.94K,0.56,36.42,2.27%,66728,1.88B,-,4.10%,8.70%,7.40%,3.80,2.40,0.70,0.70,29.00%,6.10%,3.60%,-,36.42,2.27%,66728,0.33,1.33,2.79%,11.87%,20.99%,-2.39%,62.59%,60.84,36.42,2.27%,0.52%,1.74%,66728
CENTA,2020-06-05,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,USA,1.41B,21.93,33.84,1.99%,214976,1.41B,21.93,19.12,3.72,0.58,1.87,-,-,1.30%,9.30%,-,5.90%,-,33.84,1.99%,214976,1.41B,41.71M,-,6.48%,0.00%,93.25%,-,-,2.25,350.42K,33.84,1.99%,214976,-1.23%,10.44%,27.99%,29.95%,31.42%,15.26%,2.91%,3.59%,1.70,350.42K,0.61,33.84,1.99%,214976,1.41B,-,-,-,-,-,-,-,-,-,-,-,-,33.84,1.99%,214976,-,1.12,2.30%,11.93%,19.91%,-2.73%,65.03%,60.42,33.84,1.99%,0.03%,1.96%,214976
CENX,2020-06-05,Century Aluminum Company,Basic Materials,Aluminum,USA,657.48M,-,7.43,10.24%,2633273,657.48M,-,-,-,0.37,0.98,4.45,34.97,-20.40%,51.00%,-22.00%,-,-1.00%,7.43,10.24%,2633273,657.48M,89.30M,50.12M,1.50%,-4.99%,53.10%,-6.50%,7.48%,2.45,1.53M,7.43,10.24%,2633273,24.66%,63.84%,53.51%,7.14%,33.39%,-1.13%,6.87%,6.88%,2.70,1.53M,1.72,7.43,10.24%,2633273,657.48M,-,-3.20%,-7.10%,-6.60%,2.00,0.90,0.46,0.57,-0.40%,-2.80%,-2.80%,May 21/a,7.43,10.24%,2633273,2.04,0.43,41.96%,65.69%,26.07%,-11.76%,155.33%,83.91,7.43,10.24%,8.31%,1.78%,2633273
CEO,2020-06-05,CNOOC Limited,Energy,Oil & Gas E&P,Hong Kong,54.92B,6.43,123.0,4.94%,140714,54.92B,6.43,11.63,0.20,1.68,0.88,2.38,3.18,15.90%,179.39%,0.30%,31.80%,-3.20%,123.0,4.94%,140714,54.92B,446.48M,446.48M,-,-,3.40%,43.37%,0.03%,0.68,196.10K,123.0,4.94%,140714,7.78%,12.94%,-5.18%,-15.60%,-22.75%,-26.20%,2.20%,2.37%,3.00,196.10K,0.72,123.0,4.94%,140714,54.92B,9.44%,8.70%,14.40%,9.80%,2.30,2.20,0.32,0.35,76.60%,36.10%,26.20%,-,123.0,4.94%,140714,1.16,3.7,8.00%,11.45%,-12.24%,-32.09%,51.65%,63.73,123.0,4.94%,2.74%,2.14%,140714
CEPU,2020-06-05,Central Puerto S.A.,Utilities,Utilities - Regulated Electric,Argentina,422.41M,0.60,2.79,1.09%,407474,422.41M,0.60,15.50,-,-,0.49,-,-,-77.90%,-80.00%,-,-,-,2.79,1.09%,407474,422.41M,151.40M,92.92M,-,-,6.04%,-,0.83%,3.63,213.06K,2.79,1.09%,407474,2.57%,24.55%,-15.45%,-24.59%,-66.30%,-42.59%,7.24%,8.97%,3.00,213.06K,1.91,2.79,1.09%,407474,422.41M,8.60%,-,-,-,-,-,-,-,-,-,-,May 27/a,2.79,1.09%,407474,-,0.24,-0.57%,10.80%,-13.54%,-72.07%,50.00%,53.07,2.79,1.09%,-5.42%,6.88%,407474
