Ticker,Company,Sector,Industry,Country
DIOD,Diodes Incorporated,Technology,Semiconductors,USA
DIS,The Walt Disney Company,Communication Services,Entertainment,USA
DISCA,"Discovery, Inc.",Communication Services,Entertainment,USA
DISCK,"Discovery, Inc.",Communication Services,Entertainment,USA
DISH,DISH Network Corporation,Communication Services,Entertainment,USA
DIT,AMCON Distributing Company,Consumer Defensive,Food Distribution,USA
DIV,Global X SuperDividend U.S. ETF,Financial,Exchange Traded Fund,USA
DIVA,AGFiQ Hedged Dividend Income Fund,Financial,Exchange Traded Fund,USA
DIVB,iShares U.S. Dividend and Buyback ETF,Financial,Exchange Traded Fund,USA
DIVO,Amplify CWP Enhanced Dividend Income ETF,Financial,Exchange Traded Fund,USA
DIVY,Reality Shares DIVS ETF,Financial,Exchange Traded Fund,USA
DJCB,ETRACS Bloomberg Commodity Index Total ReturnSM ETN Series B,Financial,Exchange Traded Fund,USA
DJCI,UBS ETRACS Bloomberg Commodity Index Total Return ETN,Financial,Exchange Traded Fund,USA
DJCO,Daily Journal Corporation,Communication Services,Publishing,USA
DJD,Invesco Dow Jones Industrial Average Dividend ETF,Financial,Exchange Traded Fund,USA
DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,Financial,Exchange Traded Fund,USA
DJPY,Citigroup ETNs linked VS Daily 4X Long USD/JPY,Financial,Exchange Traded Fund,USA
DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,USA
DKL,"Delek Logistics Partners, LP",Energy,Oil & Gas Midstream,USA
DKNG,DraftKings Inc.,Financial,Shell Companies,USA
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,USA
DL,China Distance Education Holdings Limited,Consumer Defensive,Education & Training Services,China
DLA,"Delta Apparel, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
DLB,"Dolby Laboratories, Inc.",Communication Services,Entertainment,USA
DLHC,DLH Holdings Corp.,Industrials,Specialty Business Services,USA
DLN,WisdomTree U.S. LargeCap Dividend Fund,Financial,Exchange Traded Fund,USA
DLNG,Dynagas LNG Partners LP,Energy,Oil & Gas Midstream,Greece
DLPH,Delphi Technologies PLC,Consumer Cyclical,Auto Parts,United Kingdom
DLPN,"Dolphin Entertainment, Inc.",Communication Services,Entertainment,USA
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Office,USA
DLS,WisdomTree International SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA
DLTH,Duluth Holdings Inc.,Consumer Cyclical,Apparel Retail,USA
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA
DLX,Deluxe Corporation,Communication Services,Advertising Agencies,USA
DMAC,DiaMedica Therapeutics Inc.,Healthcare,Biotechnology,USA
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",Financial,Asset Management,USA
DMDV,AAM S&P Developed Markets High Dividend Value ETF,Financial,Exchange Traded Fund,USA
DMF,"BNY Mellon Municipal Income, Inc.",Financial,Asset Management,USA
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas E&P,USA
DMO,Western Asset Mortgage Opportunity Fund Inc.,Financial,Asset Management,USA
DMPI,"DelMar Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
DMRC,Digimarc Corporation,Technology,Information Technology Services,USA
DMRE,DeltaShares S&P EM 100 & Managed Risk ETF,Financial,Exchange Traded Fund,USA
DMRI,DeltaShares S&P International Managed Risk ETF,Financial,Exchange Traded Fund,USA
DMRL,DeltaShares S&P 500 Managed Risk ETF,Financial,Exchange Traded Fund,USA
DMRM,DeltaShares S&P 400 Managed Risk ETF,Financial,Exchange Traded Fund,USA
DMRS,DeltaShares S&P 600 Managed Risk ETF,Financial,Exchange Traded Fund,USA
DMTK,"DermTech, Inc.",Healthcare,Diagnostics & Research,USA
DNI,Dividend and Income Fund,Financial,Closed-End Fund - Equity,USA
DNJR,Golden Bull Limited,Financial,Credit Services,China
DNK,Phoenix Tree Holdings Limited,Real Estate,Real Estate Services,China
DNKN,"Dunkin' Brands Group, Inc.",Consumer Cyclical,Restaurants,USA
DNL,WisdomTree Global ex-U.S. Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,USA
DNN,Denison Mines Corp.,Energy,Uranium,Canada
DNOV,FT Cboe Vest US Eq Deep Buffer ETF - November,Financial,Exchange Traded Fund,USA
DNOW,NOW Inc.,Energy,Oil & Gas Equipment & Services,USA
DNP,DNP Select Income Fund Inc.,Financial,Closed-End Fund - Equity,USA
DNR,Denbury Resources Inc.,Energy,Oil & Gas E&P,USA
DOC,Physicians Realty Trust,Real Estate,REIT - Healthcare Facilities,USA
DOCU,"DocuSign, Inc.",Technology,Software - Application,USA
DOG,ProShares Short Dow30,Financial,Exchange Traded Fund,USA
DOGZ,Dogness (International) Corporation,Consumer Defensive,Household & Personal Products,China
DOL,WisdomTree International LargeCap Dividend Fund,Financial,Exchange Traded Fund,USA
DOMO,"Domo, Inc.",Technology,Software - Application,USA
DON,WisdomTree U.S. MidCap Dividend Fund,Financial,Exchange Traded Fund,USA
DOO,WisdomTree International Dividend ex-Financials Fund,Financial,Exchange Traded Fund,USA
DOOO,BRP Inc.,Consumer Cyclical,Recreational Vehicles,Canada
DOOR,Masonite International Corporation,Industrials,Building Products & Equipment,USA
DORM,"Dorman Products, Inc.",Consumer Cyclical,Auto Parts,USA
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,USA
DOW,Dow Inc.,Basic Materials,Chemicals,USA
DOX,Amdocs Limited,Technology,Software - Infrastructure,USA
DOYU,DouYu International Holdings Limited,Communication Services,Internet Content & Information,China
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,Financial,Closed-End Fund - Equity,USA
DPHC,DiamondPeak Holdings Corp.,Industrials,Conglomerates,USA
DPST,Direxion Daily Regional Banks Bull 3X Shares,Financial,Exchange Traded Fund,USA
DPW,"DPW Holdings, Inc.",Industrials,Electrical Equipment & Parts,USA
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,USA
DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China
DRAD,Digirad Corporation,Healthcare,Medical Devices,USA
DRD,DRDGOLD Limited,Basic Materials,Gold,South Africa
DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,USA
DRH,DiamondRock Hospitality Company,Real Estate,REIT - Hotel & Motel,USA
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,USA
DRIO,DarioHealth Corp.,Healthcare,Diagnostics & Research,Israel
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,Financial,Exchange Traded Fund,USA
DRIV,Global X Autonomous & Electric Vehicles ETF,Financial,Exchange Traded Fund,USA
DRN,Direxion Daily MSCI Real Estate Bull 3X Shares,Financial,Exchange Traded Fund,USA
DRNA,"Dicerna Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
DRQ,"Dril-Quip, Inc.",Energy,Oil & Gas Equipment & Services,USA
DRRX,DURECT Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA
DRSK,Aptus Defined Risk ETF,Financial,Exchange Traded Fund,USA
DRTT,DIRTT Environmental Solutions Ltd.,Industrials,Engineering & Construction,Canada
DRUA,"Dominion Energy, Inc. ENHCD SUB NT16 A",Financial,Exchange Traded Fund,USA
DRV,Direxion Daily MSCI Real Estate Bear 3X Shares,Financial,Exchange Traded Fund,USA
DRW,WisdomTree Global ex-US Real Estate Fund,Financial,Exchange Traded Fund,USA
DS,Drive Shack Inc.,Consumer Cyclical,Leisure,USA
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,Financial,Asset Management,USA
DSGX,The Descartes Systems Group Inc,Technology,Software - Application,Canada
DSI,iShares MSCI KLD 400 Social ETF,Financial,Exchange Traded Fund,USA
DSKE,"Daseke, Inc.",Industrials,Trucking,USA
DSL,DoubleLine Income Solutions Fund,Financial,Closed-End Fund - Debt,USA
DSLV,VelocityShares 3x Inverse Silver ETN,Financial,Exchange Traded Fund,USA
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",Financial,Closed-End Fund - Debt,USA
DSPG,"DSP Group, Inc.",Technology,Semiconductors,USA
DSS,"Document Security Systems, Inc.",Industrials,Specialty Business Services,USA
DSSI,Diamond S Shipping Inc.,Energy,Oil & Gas Midstream,USA
DSTL,Distillate U.S. Fundamental Stability & Value ETF,Financial,Exchange Traded Fund,USA
DSU,"BlackRock Debt Strategies Fund, Inc.",Financial,Closed-End Fund - Debt,USA
DSWL,"Deswell Industries, Inc.",Technology,Electronic Components,China
DSX,Diana Shipping Inc.,Industrials,Marine Shipping,Greece
DT,"Dynatrace, Inc.",Technology,Software - Application,USA
DTD,WisdomTree U.S. Total Dividend Fund,Financial,Exchange Traded Fund,USA
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,USA
DTEA,DAVIDsTEA Inc.,Consumer Defensive,Packaged Foods,Canada
DTEC,ALPS Disruptive Technologies ETF,Financial,Exchange Traded Fund,USA
DTF,DTF Tax-Free Income Inc.,Financial,Closed-End Fund - Debt,USA
DTH,WisdomTree International High Dividend Fund,Financial,Exchange Traded Fund,USA
DTIL,"Precision BioSciences, Inc.",Healthcare,Biotechnology,USA
DTJ,DTE Energy Company JR SUB DEB 76,Financial,Exchange Traded Fund,USA
DTN,WisdomTree U.S. Dividend ex-Financials Fund,Financial,Exchange Traded Fund,USA
DTSS,Datasea Inc.,Technology,Software - Infrastructure,China
DTUL,iPath US Treasury 2-year Bull ETN,Financial,Exchange Traded Fund,USA
DTW,DTE Energy Company JR SUB DB 2017 E,Financial,Exchange Traded Fund,USA
DTY,DTE Energy Company,Financial,Exchange Traded Fund,USA
DTYL,iPath US Treasury 10-year Bull ETN,Financial,Exchange Traded Fund,USA
DUC,Duff & Phelps Utility and Corporate Bond Trust Inc.,Financial,Closed-End Fund - Debt,USA
DUG,ProShares UltraShort Oil & Gas,Financial,Exchange Traded Fund,USA
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,USA
DUKH,Duke Energy Corporation JR SUB DEB 73,Financial,Exchange Traded Fund,USA
DUO,Fangdd Network Group Ltd.,Real Estate,Real Estate Services,China
DUOT,"Duos Technologies Group, Inc.",Technology,Software - Application,USA
DURA,VanEck Vectors Morningstar Durable Dividend ETF,Financial,Exchange Traded Fund,USA
DUSA,Davis Select U.S. Equity ETF,Financial,Exchange Traded Fund,USA
DUSL,Direxion Daily Industrials Bull 3X Shares,Financial,Exchange Traded Fund,USA
DUST,Direxion Daily Gold Miners Index Bear 2X Shares,Financial,Exchange Traded Fund,USA
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,USA
DVAX,Dynavax Technologies Corporation,Healthcare,Biotechnology,USA
DVD,"Dover Motorsports, Inc.",Consumer Cyclical,Leisure,USA
DVLU,First Trust Dorsey Wright Momentum & Value ETF,Financial,Exchange Traded Fund,USA
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,Financial,Exchange Traded Fund,USA
DVP,Deep Value ETF,Financial,Exchange Traded Fund,USA
DVY,iShares Select Dividend ETF,Financial,Exchange Traded Fund,USA
DVYA,iShares Asia/Pacific Dividend ETF,Financial,Exchange Traded Fund,USA
DVYE,iShares Emerging Markets Dividend ETF,Financial,Exchange Traded Fund,USA
DWAS,Invesco DWA SmallCap Momentum ETF,Financial,Exchange Traded Fund,USA
DWAT,Arrow DWA Tactical ETF,Financial,Exchange Traded Fund,USA
DWAW,AdvisorShares DWA FSM All Cap World ETF,Financial,Exchange Traded Fund,USA
DWEQ,AdvisorShares DWA Alpha Equal Weight ETF,Financial,Exchange Traded Fund,USA
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,Financial,Exchange Traded Fund,USA
DWLD,Davis Select Worldwide ETF,Financial,Exchange Traded Fund,USA
DWM,WisdomTree International Equity Fund,Financial,Exchange Traded Fund,USA
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,Financial,Exchange Traded Fund,USA
DWPP,First Trust Dorsey Wright People's Portfolio ETF,Financial,Exchange Traded Fund,USA
DWSH,AdvisorShares Dorsey Wright Short ETF,Financial,Exchange Traded Fund,USA
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Equipment & Services,USA
DWUS,AdvisorShares DWA FSM US Core ETF,Financial,Exchange Traded Fund,USA
DWX,SPDR S&P International Dividend ETF,Financial,Exchange Traded Fund,USA
DX,"Dynex Capital, Inc.",Real Estate,REIT - Mortgage,USA
DXC,DXC Technology Company,Technology,Information Technology Services,USA
DXCM,"DexCom, Inc.",Healthcare,Diagnostics & Research,USA
DXD,ProShares UltraShort Dow30,Financial,Exchange Traded Fund,USA
DXF,Dunxin Financial Holdings Limited,Financial,Credit Services,China
DXGE,WisdomTree Germany Hedged Equity Fund,Financial,Exchange Traded Fund,USA
DXJ,WisdomTree Japan Hedged Equity Fund,Financial,Exchange Traded Fund,USA
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,Financial,Exchange Traded Fund,USA
DXLG,"Destination XL Group, Inc.",Consumer Cyclical,Apparel Retail,USA
DXPE,"DXP Enterprises, Inc.",Industrials,Industrial Distribution,USA
DXR,Daxor Corporation,Financial,Asset Management,USA
DXYN,"The Dixie Group, Inc.",Consumer Cyclical,Textile Manufacturing,USA
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,USA
DYAI,"Dyadic International, Inc.",Healthcare,Biotechnology,USA
DYLS,WisdomTree Dynamic Long/Short U.S. Equity Fund,Financial,Exchange Traded Fund,USA
DYNF,BlackRock U.S. Equity Factor Rotation ETF,Financial,Exchange Traded Fund,USA
DYNT,Dynatronics Corporation,Healthcare,Medical Devices,USA
DZK,Direxion Daily MSCI Developed Markets Bull 3X Shares,Financial,Exchange Traded Fund,USA
DZSI,"DASAN Zhone Solutions, Inc.",Technology,Communication Equipment,USA
DZZ,DB Gold Double Short ETN,Financial,Exchange Traded Fund,USA
E,Eni S.p.A.,Energy,Oil & Gas Integrated,Italy
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,USA
EAD,Wells Fargo Income Opportunities Fund,Financial,Asset Management,USA
EAF,GrafTech International Ltd.,Industrials,Electrical Equipment & Parts,USA
EAGG,iShares ESG U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA
EAI,"Entergy Arkansas, Inc. 1M BD 4.875%66",Financial,Exchange Traded Fund,USA
EARN,Ellington Residential Mortgage REIT,Real Estate,REIT - Mortgage,USA
EARS,Auris Medical Holding Ltd.,Healthcare,Biotechnology,Bermuda
EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF,Financial,Exchange Traded Fund,USA
EASI,Amplify EASI Tactical Growth ETF,Financial,Exchange Traded Fund,USA
EAST,"Eastside Distilling, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA
EAT,"Brinker International, Inc.",Consumer Cyclical,Restaurants,USA
EB,"Eventbrite, Inc.",Technology,Software - Application,USA
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,USA
EBAYL,eBay Inc. NT 56,Consumer Cyclical,Internet Retail,USA
EBF,"Ennis, Inc.",Industrials,Business Equipment & Supplies,USA
EBIX,"Ebix, Inc.",Technology,Software - Application,USA
EBIZ,Global X E-commerce ETF,Financial,Exchange Traded Fund,USA
EBMT,"Eagle Bancorp Montana, Inc.",Financial,Banks - Regional,USA
EBND,SPDR Bloomberg Barclays Emerging Markets Local Bond ETF,Financial,Exchange Traded Fund,USA
EBR,Centrais Eletricas Brasileiras S.A.,Utilities,Utilities - Regulated Electric,Brazil
EBR-B,Centrais Eletricas Brasileiras S.A.,Utilities,Utilities - Regulated Electric,Brazil
EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
EBSB,"Meridian Bancorp, Inc.",Financial,Banks - Regional,USA
EBTC,"Enterprise Bancorp, Inc.",Financial,Banks - Regional,USA
EC,Ecopetrol S.A.,Energy,Oil & Gas Integrated,Colombia
ECC,Eagle Point Credit Company Inc.,Financial,Closed-End Fund - Debt,USA
ECCB,Eagle Point Credit Company Inc.,Financial,Asset Management,USA
ECCX,Eagle Point Credit Company Inc. 6.6875% NT 28,Financial,Exchange Traded Fund,USA
ECCY,Eagle Point Credit Company Inc. 6.75% NT DE 2027,Financial,Exchange Traded Fund,USA
ECF,Ellsworth Growth and Income Fund Ltd.,Financial,Asset Management,USA
ECH,iShares MSCI Chile Capped ETF,Financial,Exchange Traded Fund,USA
ECHO,"Echo Global Logistics, Inc.",Industrials,Integrated Freight & Logistics,USA
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,USA
ECLN,First Trust EIP Carbon Impact ETF,Financial,Exchange Traded Fund,USA
ECNS,iShares MSCI China Small-Cap ETF,Financial,Exchange Traded Fund,USA
ECOL,"US Ecology, Inc.",Industrials,Waste Management,USA
ECOM,ChannelAdvisor Corporation,Technology,Software - Application,USA
ECON,Columbia Emerging Markets Consumer ETF,Financial,Exchange Traded Fund,USA
ECOR,"electroCore, Inc.",Healthcare,Medical Instruments & Supplies,USA
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,Financial,Exchange Traded Fund,USA
ECOZ,TrueMark ESG Active Opportunities ETF,Financial,Exchange Traded Fund,USA
ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA
ECT,ECA Marcellus Trust I,Energy,Oil & Gas Integrated,USA
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,USA
EDAP,EDAP TMS S.A.,Healthcare,Medical Devices,France
EDC,Direxion Daily MSCI Emerging Markets Bull 3X Shares,Financial,Exchange Traded Fund,USA
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",Financial,Closed-End Fund - Debt,USA
EDEN,iShares MSCI Denmark ETF,Financial,Exchange Traded Fund,USA
EDF,Stone Harbor Emerging Markets Income Fund,Financial,Asset Management,USA
EDI,Stone Harbor Emerging Markets Total Income Fund,Financial,Closed-End Fund - Debt,USA
EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,USA
EDIV,SPDR S&P Emerging Markets Dividend ETF,Financial,Exchange Traded Fund,USA
EDN,Empresa Distribuidora y Comercializadora Norte SA ADR,Utilities,Utilities - Regulated Electric,Argentina
EDNT,"Edison Nation, Inc.",Consumer Cyclical,Leisure,USA
EDOG,ALPS Emerging Sector Dividend Dogs ETF,Financial,Exchange Traded Fund,USA
EDOW,First Trust Dow 30 Equal Weight ETF,Financial,Exchange Traded Fund,USA
EDRY,EuroDry Ltd.,Industrials,Marine Shipping,Greece
EDSA,"Edesa Biotech, Inc.",Healthcare,Biotechnology,Canada
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,China
EDUC,Educational Development Corporation,Communication Services,Publishing,USA
EDV,Vanguard Extended Duration Treasury Index Fund ETF Shares,Financial,Exchange Traded Fund,USA
EDZ,Direxion Daily MSCI Emerging Markets Bear 3X Shares,Financial,Exchange Traded Fund,USA
EE,El Paso Electric Company,Utilities,Utilities - Regulated Electric,USA
EEA,"The European Equity Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure,USA
EELV,Invesco S&P Emerging Markets Low Volatility ETF,Financial,Exchange Traded Fund,USA
EEM,iShares MSCI Emerging Markets ETF,Financial,Exchange Traded Fund,USA
EEMA,iShares MSCI Emerging Markets Asia ETF,Financial,Exchange Traded Fund,USA
EEMD,AAM S&P Emerging Markets High Dividend Value ETF,Financial,Exchange Traded Fund,USA
EEMO,Invesco S&P Emerging Markets Momentum ETF,Financial,Exchange Traded Fund,USA
EEMS,iShares MSCI Emerging Markets Small-Cap ETF,Financial,Exchange Traded Fund,USA
EEMV,iShares Edge MSCI Min Vol Emerging Markets ETF,Financial,Exchange Traded Fund,USA
EEMX,SPDR MSCI Emerging Markets Fossil Fuel Free ETF,Financial,Exchange Traded Fund,USA
EES,WisdomTree U.S. SmallCap Earnings Fund,Financial,Exchange Traded Fund,USA
EET,ProShares Ultra MSCI Emerging Markets,Financial,Exchange Traded Fund,USA
EEV,ProShares UltraShort MSCI Emerging Markets,Financial,Exchange Traded Fund,USA
EEX,"Emerald Holding, Inc.",Communication Services,Advertising Agencies,USA
EFA,iShares MSCI EAFE ETF,Financial,Exchange Traded Fund,USA
EFAD,ProShares MSCI EAFE Dividend Growers ETF,Financial,Exchange Traded Fund,USA
EFAS,Global X MSCI SuperDividend EAFE ETF,Financial,Exchange Traded Fund,USA
